User,Comment,Source,clean_text
banghandsome82,"baru aja dikalahin tottenham di Final,,eh sekaranh dikalahin Asean😭😭mana garnacho di kantongin Kakang rudianto wkwkw",tiktok_1,baru aja dikalahin tottenham di finaleh sekaranh dikalahin aseanmana garnacho di kantongin kakang rudianto wkwkw
bnzzzn,kalah menang itu hal yang wajar tapi kalo kalah mulu itu mu,tiktok_1,kalah menang itu hal yang wajar tapi kalo kalah mulu itu mu
bnzzzn,kalah menang itu hal yang wajar tapi kalo kalah mulu itu mu,tiktok_1,kalah menang itu hal yang wajar tapi kalo kalah mulu itu mu
albertawp_,munyukk munyukkkk🤭🤭🤭,tiktok_1,munyukk munyukkkk
albertawp_,munyukk munyukkkk🤭🤭🤭,tiktok_1,munyukk munyukkkk
albertawp_,munyukk munyukkkk🤭🤭🤭,tiktok_1,munyukk munyukkkk
riskipertamax12,Persib aja pasti menang kalo lawan Asean all star,tiktok_1,persib aja pasti menang kalo lawan asean all star
rstfbrnt_,mu tim apaan si😭,tiktok_1,mu tim apaan si
user2838819958140,alah piala ciki nya😹,tiktok_1,alah piala ciki nya
ryuz243,king eropa sedang beristirahat bang tunggu waktunya ia bangkit maka di ayam ayamin itu duo dari spanyol.yang punya mahkota tapi bukan raja dan gak punya mahkota tapi ngaku raja tau kan apa dua club itu😹,tiktok_1,king eropa sedang beristirahat bang tunggu waktunya ia bangkit maka di ayam ayamin itu duo dari spanyolyang punya mahkota tapi bukan raja dan gak punya mahkota tapi ngaku raja tau kan apa dua club itu
masasigit10,makan bang sudah lah tidak boleh berharap besar sm m.u yg akhirnya kita sudah tau endingnya,tiktok_1,makan bang sudah lah tidak boleh berharap besar sm mu yg akhirnya kita sudah tau endingnya
opobaekeno27,@manusia @251206. @ditzzstrongboys @🪩,tiktok_1,manusia ditzzstrongboys
niiambar2,apa minta di suapin king 👑 Barca 😂,tiktok_1,apa minta di suapin king barca
ardirikolles,kalah sama tim yang baru dibuat🤣,tiktok_1,kalah sama tim yang baru dibuat
anggi.triarjuna,ci keboy...( lanjut),tiktok_1,ci keboy lanjut
masbertoichiki1,"wes bener eripras, dolen kabeh ganti toko bangunan kono🤣",tiktok_1,wes bener eripras dolen kabeh ganti toko bangunan kono
darwisyyyy._,makan dulu nak,tiktok_1,makan dulu nak
eeddooo0o,ganteng ganteng kok fans MU wkwk,tiktok_1,ganteng ganteng kok fans mu wkwk
y4_hhh,hilang harga diri klub besar😝,tiktok_1,hilang harga diri klub besar
antiarematian1,kalah sama tim yang baru kebentuk seminggu,tiktok_1,kalah sama tim yang baru kebentuk seminggu
samsudin_183,mu cocok nya lawan PSMS medan😭😭🗿,tiktok_1,mu cocok nya lawan psms medan
fans_madrid_16,"""dulu lawan Europa Xi menang",,dulu lawan europa xi menang
jericojustin915,yang nyuapin Ampe geter tangannya gara gara gak percaya mu bisa kalah 1-0 🗿🗿🗿,tiktok_1,yang nyuapin ampe geter tangannya gara gara gak percaya mu bisa kalah
prananda0076,rusak sudah rusakkk,tiktok_1,rusak sudah rusakkk
fatan.vino3,mu gaangkat piala realmadrid juga engga besfren sejadi temen turun temen juga harus temenin,tiktok_1,mu gaangkat piala realmadrid juga engga besfren sejadi temen turun temen juga harus temenin
danusihania210,Bisa bisanya kalah sama pemain amatir bjir🤣,tiktok_1,bisa bisanya kalah sama pemain amatir bjir
awokawok9190,king emyu fokus liga dangdut 😂😂,tiktok_1,king emyu fokus liga dangdut
jarkate,Kalo lawan King Indo udah kebantai² itu emyu 🤣,tiktok_1,kalo lawan king indo udah kebantai itu emyu
fayyzzz3,fokus piala presiden kekny,tiktok_1,fokus piala presiden kekny
syhid1030,dan mereka kata kepada ronaldo asia ez,tiktok_1,dan mereka kata kepada ronaldo asia ez
eddhobingawan,penjualan Jersey masih aman sabar sabar 🤣 #viscabarca Vamoosss!!!,tiktok_1,penjualan jersey masih aman sabar sabar viscabarca vamoosss
dinzz542,gara-gara mu kalah aku jadi sakit radang,tiktok_1,garagara mu kalah aku jadi sakit radang
ibnuahmadvvv9,fiks musim depan MU degradasi,tiktok_1,fiks musim depan mu degradasi
amaters.u,ni kalo di undang di BRI liga 1 juga masuk degradasi nih club kaya nya😭,tiktok_1,ni kalo di undang di bri liga juga masuk degradasi nih club kaya nya
muhmuza,dah bener ikut liga 2 malah maen maen kek gt,tiktok_1,dah bener ikut liga malah maen maen kek gt
ningrat_126,belum indonesia all star,tiktok_1,belum indonesia all star
ozil2423,alhamdulillah ASEAN all stars menang,tiktok_1,alhamdulillah asean all stars menang
hidupcumatroll,bang kalah gapapa tp bang ini asean all star baru di bentuk berapa minggu bangg benerann kalah ini 😂😂😂😂😂😂,tiktok_1,bang kalah gapapa tp bang ini asean all star baru di bentuk berapa minggu bangg benerann kalah ini
kay_laaaa202,"""aku aj sampe di ledekin tmn aku...",,aku aj sampe di ledekin tmn aku
senengduit234,"masih ada piala presiden, nyuk daftar! 😁😁😁",tiktok_1,masih ada piala presiden nyuk daftar
hidupcumatroll,bang kalah gapapa tp bang ini asean all star baru di bentuk berapa minggu bangg benerann kalah ini 😂😂😂😂😂😂,tiktok_1,bang kalah gapapa tp bang ini asean all star baru di bentuk berapa minggu bangg benerann kalah ini
zo00206,makan lah makan la🤣 kalah malaysia ni boss,tiktok_1,makan lah makan la kalah malaysia ni boss
baimgelooo,main liga 1 aja anj,tiktok_1,main liga aja anj
joko_primavan,Alah cuaca nya beda aja piala mu udah banyak apalagi jaman ronaldo duluu,tiktok_1,alah cuaca nya beda aja piala mu udah banyak apalagi jaman ronaldo duluu
ziapaajaboleh,olds nya besar njir megang asean all stars,tiktok_1,olds nya besar njir megang asean all stars
ramadani.3gp.mp4,lawan klub tarkam aja keknya masih menang klub tarkamnya🗿,tiktok_1,lawan klub tarkam aja keknya masih menang klub tarkamnya
wahyumy84,emang lagi kocak kocaknya🤣🤣,tiktok_1,emang lagi kocak kocaknya
superrrf,"Ko orang² pada kaget ya, padahal udah jelas tim bawah inggris yg maen. maklum la gabisa menang lawan asean all stars",tiktok_1,ko orang pada kaget ya padahal udah jelas tim bawah inggris yg maen maklum la gabisa menang lawan asean all stars
rougee.yt,sudah bisa di pastikan degradasi gk sih di musim depan?😅,tiktok_1,sudah bisa di pastikan degradasi gk sih di musim depan
issemibrahim,merusak nama baik premier league 😌,tiktok_1,merusak nama baik premier league
ard14n5y4h,sudah tak bisa di selamatkan,tiktok_1,sudah tak bisa di selamatkan
rohmanxrz,udh b2b juara Asean all stars lagi😅,tiktok_1,udh bb juara asean all stars lagi
clllek65,"emyu: kalah udah biasa, menang ngga mungkin😹😹",tiktok_1,emyu kalah udah biasa menang ngga mungkin
yuricosurya,main di liga 1 aja paling juga di acak acak persib bandung 🤣,tiktok_1,main di liga aja paling juga di acak acak persib bandung
user534788424,"""kalah menang itu hal yg wajar",,kalah menang itu hal yg wajar
always_faa82,setan nya kena nerf karna Asean pake dukun,tiktok_1,setan nya kena nerf karna asean pake dukun
mr.ydi,gagal di Eropa gagal juga di ASEAN,tiktok_1,gagal di eropa gagal juga di asean
polexxv,Alhamdulillah ASEAN All Stars menang,tiktok_1,alhamdulillah asean all stars menang
rafisetiawan12,tim Asean disini akan mendunia 🥰🥰🥰,tiktok_1,tim asean disini akan mendunia
totosudarto242,tim terkocak tahun ini 😂😂😂,tiktok_1,tim terkocak tahun ini
fanzz_eselte,"""wkwkwk sama Asean all star aja kalah",,wkwkwk sama asean all star aja kalah
atikopie0,siapa yang menyakiti kamu bang 🙏,tiktok_1,siapa yang menyakiti kamu bang
muhammadulum110,tenang masih ada leg 2🤣,tiktok_1,tenang masih ada leg
tidakperlukautahu,mending jualan ayam sayur,tiktok_1,mending jualan ayam sayur
aku.gak.tau13,"kalah menang itu hal yang wajar, TPI ini GK wajar🗿",tiktok_1,kalah menang itu hal yang wajar tpi ini gk wajar
user375147470,mu suruh jualan ketoprak aja. percuma kalah mulu..😂😂😂,tiktok_1,mu suruh jualan ketoprak aja percuma kalah mulu
wong_gabutzz5,bahkan mau juara aff pun susah nyaaa🗿,tiktok_1,bahkan mau juara aff pun susah nyaaa
bangjali030694,mending Asean all star main di ipL dari pada mu,tiktok_1,mending asean all star main di ipl dari pada mu
azkagraggap,kalah sama club baru latihan 1 minggu🤔🤔,tiktok_1,kalah sama club baru latihan minggu
ajieeputra,gimana bisa menang AFF kalo baru tanding sama tim kelas 2 aja tetep kalah 😭😭😭,tiktok_1,gimana bisa menang aff kalo baru tanding sama tim kelas aja tetep kalah
muricik28,Entah apa yg dijanjikan pihak AFF hingga King MU lebih memilih mengalah 🥹😭😭,tiktok_1,entah apa yg dijanjikan pihak aff hingga king mu lebih memilih mengalah
ciggaretteafteat,kekny mu vs persib menang persib deh🤣,tiktok_1,kekny mu vs persib menang persib deh
windatampu,MU ngak ada motivasi menang lagi keknya 😂,tiktok_1,mu ngak ada motivasi menang lagi keknya
sakiranalilaa,jejak digital sampe tua pokoknya😂😂😂,tiktok_1,jejak digital sampe tua pokoknya
remplusher,kalau king onana yang jaga confirm tak gol tu🧢,tiktok_1,kalau king onana yang jaga confirm tak gol tu
remboo787,Madura United wajar kalah tipis dri Asean Allstar bang..,tiktok_1,madura united wajar kalah tipis dri asean allstar bang
zenjin21,bini nya gk pernah salah😹😹😹,tiktok_1,bini nya gk pernah salah
rull7salim03,Asean 2 all star ni pon bukan yang selalu lineup utama kwkwkwkwkwk,tiktok_1,asean all star ni pon bukan yang selalu lineup utama kwkwkwkwkwk
alvihhasan05,tim apa ini kalau mulu,tiktok_1,tim apa ini kalau mulu
nocatchy,udah difase liat MU kalah ketawa2 aja,tiktok_1,udah difase liat mu kalah ketawa aja
kholidfarah91,mu lawan tarkam indo aja gak sih,tiktok_1,mu lawan tarkam indo aja gak sih
mramadhan2206,astaghfirullah United,tiktok_1,astaghfirullah united
julyozie,"""kalah menang hal yg wajar, fans MU: """"kalah mulu 🙂""""""",tiktok_1,kalah menang hal yg wajar fans mu kalah mulu
tyo.r14,lebih dri minus ini mah sumpah🤣,tiktok_1,lebih dri minus ini mah sumpah
jor.jordi,ini beneran klub EPL?😭,tiktok_1,ini beneran klub epl
desireforpower12,tolong kepada pihak ptlib tolong masukin ni tim ke liga 1,tiktok_1,tolong kepada pihak ptlib tolong masukin ni tim ke liga
im.neon,"pdhal cuma asean, coba kek zaman dulu vs eropa xi",tiktok_1,pdhal cuma asean coba kek zaman dulu vs eropa xi
eko_d_prasetyo,"""harapan satu""""nya dapat piala padahal 🤣""",tiktok_1,harapan satunya dapat piala padahal
riofrmnsh,udah MU jangan di EPL lagi. masukin liga bri aja,tiktok_1,udah mu jangan di epl lagi masukin liga bri aja
nnajnrr,masa iya harus gue yg turun ke lapangan biar king menang,tiktok_1,masa iya harus gue yg turun ke lapangan biar king menang
jarjit_147,MU suruh jual nasi pecel aja,tiktok_1,mu suruh jual nasi pecel aja
oky.yy6,"""dulu jadi raja eropa sampai di buatin pertandingan Manchester united vs eropa XI",,dulu jadi raja eropa sampai di buatin pertandingan manchester united vs eropa xi
lihunahmadassegaf,puncak komedi 😂,tiktok_1,puncak komedi
endedchapters,munyuk munyuk,tiktok_1,munyuk munyuk
yudagmng26,perasaan tadi semangat amat,tiktok_1,perasaan tadi semangat amat
jarwosh0,tapi kalah terus mah aku cape liat nya🥺🥺,tiktok_1,tapi kalah terus mah aku cape liat nya
uptoyou_103,dibilangin bubar aje mu 🗿🗿,tiktok_1,dibilangin bubar aje mu
leonardokoloay7,manchester united udah enggak sperti dlu😭🗿,tiktok_1,manchester united udah enggak sperti dlu
mhmdrsyidalmghni,"ini MU kalo main di liga 1,pasti masih jagoan psis",tiktok_1,ini mu kalo main di liga pasti masih jagoan psis
story._jayy,@DanzBwahahaha @fizyylintang,tiktok_1,danzbwahahaha fizyylintang
surrvan12,"Saran aja bg, mending jdi malud united mania aja 🙈",tiktok_1,saran aja bg mending jdi malud united mania aja
_roysuryo1,Emyu lagi fokus untuk piala antar kampung 🙏🏻🙏🏻🙏🏻,tiktok_1,emyu lagi fokus untuk piala antar kampung
the_young40,udh ganti aja pemain mu sama pemain asean,tiktok_1,udh ganti aja pemain mu sama pemain asean
calvinlasa04,kalo dulu mu lawan malaysia menang. mu lawan Europe allstar pun menang. sekarang cuman lawan asean udh kayak apa🤣,tiktok_1,kalo dulu mu lawan malaysia menang mu lawan europe allstar pun menang sekarang cuman lawan asean udh kayak apa
kuzakomi,timnya jago tapi jaman dulu😹,tiktok_1,timnya jago tapi jaman dulu
zenslynzz,gapapa kalah Yang penting pemain aing main 💙🥰,tiktok_1,gapapa kalah yang penting pemain aing main
xtytranx,kykny Persib lawan mu menang Persib dah klo di coba,tiktok_1,kykny persib lawan mu menang persib dah klo di coba
ryanramadhannn,udh dibilang jual pecel lele aja😂,tiktok_1,udh dibilang jual pecel lele aja
kyyler06,cocok dahh maen di liga 1🤣,tiktok_1,cocok dahh maen di liga
arkaaans_26,"waktu itu sama ayam sayur, sekarang sama asean all star😭😭",tiktok_1,waktu itu sama ayam sayur sekarang sama asean all star
.kucing_berdahak,"emang gitu surut dulu baru tsunami besar, lihat aja nanti musim depan, GG KING MU 🔥🔥🔥😎😎",tiktok_1,emang gitu surut dulu baru tsunami besar lihat aja nanti musim depan gg king mu
andrepratama_bdl,bahkan di asean aja mereka ga bisa angkat piala wkahahahaha😂,tiktok_1,bahkan di asean aja mereka ga bisa angkat piala wkahahahaha
m.fahri19285,Manchester united suruh main di BRI liga 1 aja,tiktok_1,manchester united suruh main di bri liga aja
zzzzky_,lawan pemain yg ga di panggil sama timnas nya aja kalah njirr🗿,tiktok_1,lawan pemain yg ga di panggil sama timnas nya aja kalah njirr
evansorlando16,Trauma banget dari kemarin kehilangan mulu 😔😔😔,tiktok_1,trauma banget dari kemarin kehilangan mulu
cirengisi034,@kakang_rudianto hampir treble mang🫡,tiktok_1,kakangrudianto hampir treble mang
mydextr,udah ga tau harus apa dah 🗿,tiktok_1,udah ga tau harus apa dah
xiao_ul001,sama Asean aja kalah 😭😭😭,tiktok_1,sama asean aja kalah
dylaanzaa,katanya king kok kalah sama Asean star anjay 😂 😂 😂 😂 😂 😂😂😂,tiktok_1,katanya king kok kalah sama asean star anjay
sad_boys829,Bg ALASAN MU KALAH BG?............. KOK BISA YA.........,tiktok_1,bg alasan mu kalah bg kok bisa ya
d_m_a_w_a_n_3,mu rekuest Indonesia u-17 malah dikasih Asean itupun kalah🤣🤣😭,tiktok_1,mu rekuest indonesia u malah dikasih asean itupun kalah
kajo_syahrul,tidak pernah belajar dari pengalaman😂😂 pindah aja jadi fans Newcastle,tiktok_1,tidak pernah belajar dari pengalaman pindah aja jadi fans newcastle
khann_1927,Malik merayakan kemenangan di Surabaya 💚💚,tiktok_1,malik merayakan kemenangan di surabaya
ditzzgervotaa,"RESPECT MU,TANPA DIHINA PUN SUDAH HINA🤗",tiktok_1,respect mutanpa dihina pun sudah hina
meoww_moo,bang cepetan ke goa 😭😭😭,tiktok_1,bang cepetan ke goa
godong.bodin5,Yuk siapa yang ikut aku Risen jadi fans MU.. 😌,tiktok_1,yuk siapa yang ikut aku risen jadi fans mu
oryben1,kalah menang wajar tapi kalo kalah terus itu gak wajar,tiktok_1,kalah menang wajar tapi kalo kalah terus itu gak wajar
baron.tripfishing,Kalah sama team baru seminggu 😂,tiktok_1,kalah sama team baru seminggu
cah_pijombo,kok kalah sama tim yg baru terbittttt 1-0 menang ASEAN all star,tiktok_1,kok kalah sama tim yg baru terbittttt menang asean all star
zwolfs88,lahhh... tepongkeng lagi kan... munyuk munyuk...,tiktok_1,lahhh tepongkeng lagi kan munyuk munyuk
refcaaaa,mu main di liga 4 indo aja,tiktok_1,mu main di liga indo aja
effendy2324,lawan persipura sya yakin persipura yg menang,tiktok_1,lawan persipura sya yakin persipura yg menang
susantopanji19,jadi fans JDT aja juara terus tiap musim,tiktok_1,jadi fans jdt aja juara terus tiap musim
agustd_wife0,apalagi klau lawan timnas inti bisa di bantai habis2an 🤣,tiktok_1,apalagi klau lawan timnas inti bisa di bantai habisan
fdln.bagja,udah pindahin aja mu ke liga 2,tiktok_1,udah pindahin aja mu ke liga
doff.dofe,"ternyata AFF memang turnamen yang berkualitas ya, sekelas MU aja gak mampu angkat trofi",tiktok_1,ternyata aff memang turnamen yang berkualitas ya sekelas mu aja gak mampu angkat trofi
johan.0227,padahal lawan Tim baru di bentuk aja kalah🗿,tiktok_1,padahal lawan tim baru di bentuk aja kalah
thannuiaaiuiaaai,"@mason thann:jdi uda resmi ya aas team>aston villa,bilbao,mancity,everton,lyon mereka lwn emyu aja gbsa win kalah ma aas wkkk",tiktok_1,mason thannjdi uda resmi ya aas teamaston villabilbaomancityevertonlyon mereka lwn emyu aja gbsa win kalah ma aas wkkk
achung_1,sumpah kasian bet nengok MU,tiktok_1,sumpah kasian bet nengok mu
mugiwaracrew4529,"pemain asean kaya ada sensi ke malik risaldi, gapernah dioper anjrr, padahal kosong ngoper ke kiri mulu, kontrol kanannya rusak kah?",tiktok_1,pemain asean kaya ada sensi ke malik risaldi gapernah dioper anjrr padahal kosong ngoper ke kiri mulu kontrol kanannya rusak kah
doogans45,"@F7 Doogans:udh lawan lapis 2 asean kalah lagi, blm lawan star ny di indo. apalagi Asian all star selesai dah tu club malam🤣🤣",tiktok_1,f doogansudh lawan lapis asean kalah lagi blm lawan star ny di indo apalagi asian all star selesai dah tu club malam
user36037241072112,tanda2 bakal tsunami tropi musim depan. 😁,tiktok_1,tanda bakal tsunami tropi musim depan
saaazzz,udah paling bener lanjutin usaha pecel lele😹,tiktok_1,udah paling bener lanjutin usaha pecel lele
uchiha_rafky,udah paling bagus itu club bubar aja,tiktok_1,udah paling bagus itu club bubar aja
pelepahsawit05,tenang leg 2 bantai2🔥🔥🔥,tiktok_1,tenang leg bantai
deriay22,login Barca atau Madrid aja bng pasti full bahagia,tiktok_1,login barca atau madrid aja bng pasti full bahagia
naupal380,Tanda tanda masuk liga 1 🗿,tiktok_1,tanda tanda masuk liga
rhanzzz10,udah bener pergi makan malam🤭😹,tiktok_1,udah bener pergi makan malam
disz_suka_jihan,Ndak dihina pun dah hina🥲,tiktok_1,ndak dihina pun dah hina
azmv63,menang atau kalah kami tetap setia-MU-,tiktok_1,menang atau kalah kami tetap setiamu
deeputeri,"2x berturut turut,gue harus kemana",tiktok_1,x berturut turutgue harus kemana
ngeduksego,Asean all star menang 😂😂😂,tiktok_1,asean all star menang
luqmanfanani23,aowkwwk semakin membenarkan jadi tim hina nih tim🤣🤣🤣,tiktok_1,aowkwwk semakin membenarkan jadi tim hina nih tim
myladmwar,kalah sama tim yang dibentuk seminggu 🤣,tiktok_1,kalah sama tim yang dibentuk seminggu
shafiizzaldin4,gi masuk goa,tiktok_1,gi masuk goa
irman_anarki,apalagi vs king indo udah diobok-obok 🗿,tiktok_1,apalagi vs king indo udah diobokobok
vito.corleone.vit44,udah gak ketolong 🗿,tiktok_1,udah gak ketolong
bifatra,team paling lawak sedunia 😂😅 bukan setan merah lagi tapi badut merah😂😅,tiktok_1,team paling lawak sedunia bukan setan merah lagi tapi badut merah
mgilangwildansyah4,MU pul kekalahan,tiktok_1,mu pul kekalahan
imran.hasibuan92,"club apa ini,? masih ada kah urat malu nya?",tiktok_1,club apa ini masih ada kah urat malu nya
zxzxwkwkw,keren Malaysia bisa menang [cry],tiktok_1,keren malaysia bisa menang cry
mickey_.op,Dengar cerita bola garnacho dah sampai Indonesia 🤣🤣🤣🤣,tiktok_1,dengar cerita bola garnacho dah sampai indonesia
hayyin_layyin2,kalah sama pemain pemain cadangan Asean yg baru kumpul hadeuh MU MU 🫣,tiktok_1,kalah sama pemain pemain cadangan asean yg baru kumpul hadeuh mu mu
muhun3,itu Asean rata2 pemain nya lapis 2 ya?,tiktok_1,itu asean rata pemain nya lapis ya
dandiposteb7,"wajar menang,lawan nya tim papan bawah liga inggris 🗿",tiktok_1,wajar menanglawan nya tim papan bawah liga inggris
senja23414,Manchester yg asli ada di warna biru ya dkk 🟦,tiktok_1,manchester yg asli ada di warna biru ya dkk
.khoiriwafdullah,kenapa di babak 2 onana di ganti sama tom heaton 🥰,tiktok_1,kenapa di babak onana di ganti sama tom heaton
ninjaturtle975,M.U raja bawah,tiktok_1,mu raja bawah
denistol4,dulu lawan Europa menang sekarang lawan Asean aja susah,tiktok_1,dulu lawan europa menang sekarang lawan asean aja susah
jahruddin13,keterlaluan siihh,tiktok_1,keterlaluan siihh
ciroalv2,mending mu(malit united),tiktok_1,mending mumalit united
4rttzy06,Alhamdulillah kasi suap Maguire sekali,tiktok_1,alhamdulillah kasi suap maguire sekali
tuanmudaluthfi_1,@roticanecoklatkeju udah lah emang tim gradasi tim kecil,tiktok_1,roticanecoklatkeju udah lah emang tim gradasi tim kecil
muhammad.azka247,yang sabar yadek ya,tiktok_1,yang sabar yadek ya
nur_hadi113,MU gua kenapa cokk,tiktok_1,mu gua kenapa cokk
diah.rahayu112,kalah trus nasib2,tiktok_1,kalah trus nasib
drasmryn,aib Inggris 🤣,tiktok_1,aib inggris
gyozagoy,sama ASEAN aja kalah awkkwkwkwk,tiktok_1,sama asean aja kalah awkkwkwkwk
.....r0763,altay bayindir menjadi satu satunya pemain yang tidak main di pertandingan ini,tiktok_1,altay bayindir menjadi satu satunya pemain yang tidak main di pertandingan ini
aapiw3,puncak komedi😭,tiktok_1,puncak komedi
r4md4n_p4mungk4s28,"""MU tuh club apa ya?",,mu tuh club apa ya
leo_lv11,sehinaa itu kah emyu sekarang,tiktok_1,sehinaa itu kah emyu sekarang
22_puntet,"""sekali mu tetap mu bg.",,sekali mu tetap mu bg
mega888476,@She🦋 mknlah sikit nnti sakit🤪😝,tiktok_1,she mknlah sikit nnti sakit
syafiqdarwisy4,menang atau kalah itu adat permainan,tiktok_1,menang atau kalah itu adat permainan
peminataisarmalaysia,"Asean ni menang sbb tk de indonesia main.. klu ada indonesia main sekali msti kalah.. power asean tanpa indonesia. ini bukan asnawi tackle ganarcho 🗿, tapi ini adalah the real asean tackle ganarcho💀",tiktok_1,asean ni menang sbb tk de indonesia main klu ada indonesia main sekali msti kalah power asean tanpa indonesia ini bukan asnawi tackle ganarcho tapi ini adalah the real asean tackle ganarcho
papa_auel,"skrg maw fokus dimn lagi MU,kmrn kata fokus masuk UEFA,trz fokus ke piala UEFA,skrg fokus apa lagi",tiktok_1,skrg maw fokus dimn lagi mukmrn kata fokus masuk uefatrz fokus ke piala uefaskrg fokus apa lagi
eiebervu,terhina tanpa dihina,tiktok_1,terhina tanpa dihina
suryaa_ya_ya_ya00,bahkan level MU d bawah asean,tiktok_1,bahkan level mu d bawah asean
ionsw07,@Echan Jaeger. @Bangkit Gutoro menurutmu pye jun?,tiktok_1,echan jaeger bangkit gutoro menurutmu pye jun
putrii.nurpadilah,MU nu kuring keleh njirr😭😭🤣,tiktok_1,mu nu kuring keleh njirr
estd.jje,HAHAHAH PUAS BGT GUA,tiktok_1,hahahah puas bgt gua
fajarxjamkiss,tapi ini kalah tros tim apa ini cokkk😫,tiktok_1,tapi ini kalah tros tim apa ini cokkk
xhyurr,"ga di liga,lawan Asean tetep aja kalah😂😂",tiktok_1,ga di ligalawan asean tetep aja kalah
su_har12,bang mending MU ikutan eksibisi bang kalo nggak liga 2 indonesia kayaknya lawannya sepadan🤣🤣,tiktok_1,bang mending mu ikutan eksibisi bang kalo nggak liga indonesia kayaknya lawannya sepadan
hazlee_gg10,kalo MU vs TIMNAS INDONESIA dia milih siapa yaa?🤔😭,tiktok_1,kalo mu vs timnas indonesia dia milih siapa yaa
rinratata._,AHAHAHHAHA PADAN MUKE 💔💔💔,tiktok_1,ahahahhaha padan muke
baihaqi.pramana,gila pengen banget kaya kak kyle belum ada satu jam udah fyp video nya,tiktok_1,gila pengen banget kaya kak kyle belum ada satu jam udah fyp video nya
s_glosyy,negara lawan negara itu🗿,tiktok_1,negara lawan negara itu
riz_0i,@@indomilk @yeisciww ku kira bantai” ternya,tiktok_1,indomilk yeisciww ku kira bantai ternya
febbiryanto,jadiin club malam aja udh bener 😂😂😂,tiktok_1,jadiin club malam aja udh bener
wanzzz_888,emyu udh g ketolong plis😭🙏,tiktok_1,emyu udh g ketolong plis
clifaxel,sejarah baru lagi mu wkwk😹,tiktok_1,sejarah baru lagi mu wkwk
anomali.desagaib,"""MU yang asli cuma",,mu yang asli cuma
fthr_md,sudah bang,tiktok_1,sudah bang
sea25577,Casemiro tidak pernah serendah ini wkwkwk,tiktok_1,casemiro tidak pernah serendah ini wkwkwk
naylazahirarabbani2014,Yes Asean menang,tiktok_1,yes asean menang
anggzz08,aduhhh sayang itu begea malahh di ganti Onana 😂,tiktok_1,aduhhh sayang itu begea malahh di ganti onana
mir_sar2,kok kalah sih bg😂😁😁,tiktok_1,kok kalah sih bg
forgottenlionheart,serius sebapuk ini mu yg dlu pernah menang europe xi,tiktok_1,serius sebapuk ini mu yg dlu pernah menang europe xi
apaulodybala,udah ga ketolong ni club emg,tiktok_1,udah ga ketolong ni club emg
epepbubux648,yang sabar ya bang harus semangat biar tim nya kalah tetap semangat ayo guys semangatin banng keyle biar semangat lagi🥰🥰 tetap semangat bang,tiktok_1,yang sabar ya bang harus semangat biar tim nya kalah tetap semangat ayo guys semangatin banng keyle biar semangat lagi tetap semangat bang
jaya82820,Sekelas mitra kukar mah ini MU😅,tiktok_1,sekelas mitra kukar mah ini mu
oktimum.praim,"bang ngomong 100,000ribu kali bang lu udah janji",tiktok_1,bang ngomong ribu kali bang lu udah janji
ikeh47,gak mau,tiktok_1,gak mau
efootballmobile999,udh kebangetan mu,tiktok_1,udh kebangetan mu
lebah_kecil28,Leg kedua gak sih kandang emyu 🤭🤣,tiktok_1,leg kedua gak sih kandang emyu
lazo0881,"""yg sabar lah ya bang puasa tropi musim ini kita bang😭💔",,yg sabar lah ya bang puasa tropi musim ini kita bang
minimal.3.ucl.bg.hah,sabar bg saya pasti diejek,tiktok_1,sabar bg saya pasti diejek
azzam7836,di jalanan ada lampu di goa ada emyu🗿,tiktok_1,di jalanan ada lampu di goa ada emyu
aliffriandaalaricadmadis,cocok nya di liga tarkam😂,tiktok_1,cocok nya di liga tarkam
_rezafhlvi25,mending pindah liga deh mu🫵🏻😂,tiktok_1,mending pindah liga deh mu
mdjazannnzt,sama pemain myanmar lagi wkwkwkwk🤣🤣🤣🤣,tiktok_1,sama pemain myanmar lagi wkwkwkwk
nurdian.saputra8,dah king mu masuk liga 2indo aja auto jadi paling atas klasmen nya🤣,tiktok_1,dah king mu masuk liga indo aja auto jadi paling atas klasmen nya
hakam.sabiq.habib,dikantongi ama kakang,tiktok_1,dikantongi ama kakang
syumz,tebak keadaan mental fens mu saat nongkrong bareng......,tiktok_1,tebak keadaan mental fens mu saat nongkrong bareng
turu.fcm,aduh m.u kenapa🗿🙏,tiktok_1,aduh mu kenapa
dapid_soucure,katanya nya kasih terbaik amorin🗿,tiktok_1,katanya nya kasih terbaik amorin
miftahraudatuljan,soal nya siralex feguson udah gak ada kalo ada pati menang😭😭,tiktok_1,soal nya siralex feguson udah gak ada kalo ada pati menang
zakk_4,bg udah berapa kali kena bully?,tiktok_1,bg udah berapa kali kena bully
m..nurzakikkhakim,dah lah Capek bully MU🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,tiktok_1,dah lah capek bully mu
senzzz_.01,@Dannn,tiktok_1,dannn
aris_habismandi,"gpp broo,pemain mu yg dimainin pemain cadangan semua, g pemain inti?",tiktok_1,gpp broopemain mu yg dimainin pemain cadangan semua g pemain inti
captainoleng__12,inget bang habis gelap tetap gelap🗿🤣,tiktok_1,inget bang habis gelap tetap gelap
